Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Editori Selezionati,https://www.ibs.it/images/9791223800522_0_0_150_0_75.jpg,Cuore e capitale. Il mio metodo per fare business,Steven Basalari,Piemme,2026,"Questo libro non è l'autobiografia di un uomo che si sente arrivato, né un manuale di business per affaristi in cerca di scorciatoie facili. È il racconto diretto, concreto e personale di chi sa cosa significa davvero fare impresa oggi. Un libro per chi vuole costruire qualcosa di proprio, ma senza perdere il contatto con ciò che conta: la visione, i valori, le persone, il cuore, l'umiltà e soprattutto le radici, quelle a cui Steven Basalari, figlio del fondatore della storica discoteca Number One di Brescia, è saldamente ancorato. Il fiuto per gli affari è di famiglia e gli scorre nelle vene, ma lui non si è accontentato. Non gli bastava essere «il figlio di»: si è rimboccato le maniche ogni giorno, senza mai dare per scontata la propria fortuna, nella convinzione che il denaro, senza valori solidi, sia soltanto il preludio alla rovina. Da questa eredità - molto più preziosa di quella economica - ha preso forma una visione imprenditoriale solida, brillante, «affamata», umana.",https://www.ibs.it/cuore-capitale-mio-metodo-per-libro-steven-basalari/e/9791223800522,True
Altri Editori,https://www.ibs.it/images/9791223615072_0_0_150_0_75.jpg,In equilibrio sulle vertigini. Il «senso» vestibolare spiegato a chi ne soffre e non lo sa,Daniele Nuti,Gruppo Albatros Il Filo,2026,,https://www.ibs.it/in-equilibrio-sulle-vertigini-senso-libro-daniele-nuti/e/9791223615072,False
Altri Editori,https://www.ibs.it/images/9791223615065_0_0_150_0_75.jpg,Gina. Vivere con un malato di Alzheimer,Caterina Caligiuri,Gruppo Albatros Il Filo,2026,,https://www.ibs.it/gina-vivere-con-malato-di-libro-caterina-caligiuri/e/9791223615065,False
Altri Editori,https://www.ibs.it/images/9788892987364_0_0_150_0_75.jpg,"L'arte di non arrivare a tutto. Una conversazione su fragilità, grandi sogni e amore",Lucia Martínez Alcalde,Ares,2026,,https://www.ibs.it/arte-di-non-arrivare-a-libro-lucia-martinez-alcalde/e/9788892987364,False
Editori Selezionati,https://www.ibs.it/images/9788891846785_0_0_150_0_75.jpg,Lunedì di m***. Come sopravvivere alle giornate no in ufficio,Christian Cardamone,Mondadori Electa,2026,"Il mondo del lavoro è un grande esperimento sociale a cui nessuno ha mai davvero dato il consenso. Ci entri pieno di buone intenzioni, titoli di studio, master costosi e aspettative vagamente ottimistiche, convinto di sapere chi sei, cosa sai fare e dove vuoi andare, e ne esci con un nuovo vocabolario fatto di goal, deadline, feedback, ""le faremo sapere"" e, spesso, con una domanda dell'HR che ti tormenta: se fossi un animale, che animale sarei? In queste pagine Christian Cardamone - conosciuto sui social come @nonsonokristiano - racconta con ironia tutto ciò che rende assurdo il lavoro di oggi: colloqui surreali, leader visionari, job title improbabili inventati per giustificare l'esistenza di LinkedIn e stage che sembrano prove di resistenza. Il risultato è un ritratto tragicomico di chi lavora, di chi cerca lavoro e di chi finge di aver capito come funziona tutto. Tra red flag aziendali, traduttori istantanei del linguaggio corporate e insulti che non potrai mai davvero rivolgere a chi di dovere, questo libro diventa uno sfogo collettivo, una valvola di decompressione e una piccola guida di sopravvivenza emotiva. Si ride, sì, ma con quella risata che nasce dal riconoscersi, dal pensare ""questa cosa è successa anche a me"" e dal cortocircuito quotidiano tra ciò che viene raccontato e quello che poi vivi davvero, ogni santissima mattina, badge alla mano. È il libro perfetto da scarabocchiare nelle giornate più stressanti, da regalare al tuo compagno di scrivania, al collega sull'orlo delle dimissioni o a chi si sente dire ""tanto ci metti un attimo"" almeno tre volte al giorno. Non renderà il tuo ufficio un posto migliore, ma ti strapperà un sorriso e ti farà sentire finalmente capito e un po' meno solo.",https://www.ibs.it/lunedi-di-m-come-sopravvivere-libro-christian-cardamone/e/9788891846785,False
Altri Editori,https://www.ibs.it/images/9788878365322_0_0_150_0_75.jpg,Il mio contrappunto imperfetto. Una vita da musicista con la Sindrome di Tourette,Roberta Frameglia,IPL,2026,,https://www.ibs.it/mio-contrappunto-imperfetto-vita-da-libro-roberta-frameglia/e/9788878365322,False
Altri Editori,https://www.ibs.it/images/9788863657876_0_0_150_0_75.jpg,"Mindfulness, la rivoluzione interiore. Dal silenzio della meditazione alla gioia di vivere","Fiorinda Pedone,Stefania Piccini",Anima Edizioni,2026,,https://www.ibs.it/mindfulness-rivoluzione-interiore-dal-silenzio-libro-fiorinda-pedone-stefania-piccini/e/9788863657876,False
Altri Editori,https://www.ibs.it/images/9788850339600_0_0_150_0_75.jpg,"Come un uomo pensa, così è",James Allen,Apogeo,2026,,https://www.ibs.it/come-uomo-pensa-cosi-libro-james-allen/e/9788850339600,False
Altri Editori,https://www.ibs.it/images/9788850339211_0_0_150_0_75.jpg,Marketing facile. La strada per far crescere un brand di successo,"Donald Miller,J. J. Peterson",Apogeo,2026,,https://www.ibs.it/marketing-facile-strada-per-far-libro-donald-miller-j-j-peterson/e/9788850339211,False
Altri Editori,https://www.ibs.it/images/9788850339204_0_0_150_0_75.jpg,Business facile. La strada per diventare un professionista di successo,Donald Miller,Apogeo,2026,,https://www.ibs.it/business-facile-strada-per-diventare-libro-donald-miller/e/9788850339204,False
Altri Editori,https://www.ibs.it/images/9788844072971_0_0_150_0_75.jpg,Mandala dei gatti. Coloring book per cat lovers. Ediz. a colori,Miho Kajihara,Demetra,2026,,https://www.ibs.it/mandala-dei-gatti-coloring-book-libro-miho-kajihara/e/9788844072971,False
Altri Editori,https://www.ibs.it/images/9788835176398_0_0_150_0_75.jpg,Scopri il tuo valore. Diventa ciò che desideri con il modello River,Giada Fiume,Franco Angeli,2026,,https://www.ibs.it/scopri-tuo-valore-diventa-cio-libro-giada-fiume/e/9788835176398,False
Altri Editori,https://www.ibs.it/images/9788857311432_0_0_150_0_75.jpg,La morte spiegata a bambini e ragazzi. Una guida per affrontare le paure e le domande in famiglia e a scuola,Elvira Ripamonti,Red Edizioni,2026,,https://www.ibs.it/morte-spiegata-a-bambini-ragazzi-libro-elvira-ripamonti/e/9788857311432,True
Altri Editori,https://www.ibs.it/images/9791256731145_0_0_150_0_75.jpg,Piccola guida delle piante officinali,Anna Borowski,L'Ippocampo,2026,,https://www.ibs.it/piccola-guida-delle-piante-officinali-libro-anna-borowski/e/9791256731145,True
Altri Editori,https://www.ibs.it/images/9788869065163_0_0_150_0_75.jpg,"Reset quantistico Ricentrare il nervo vago e l'asse cervello, cuore, intestino",Vincenzo D. Esposito,Giannini Editore,2026,,https://www.ibs.it/reset-quantistico-ricentrare-nervo-vago-libro-vincenzo-d-esposito/e/9788869065163,True
Altri Editori,https://www.ibs.it/images/9788866236016_0_0_150_0_75.jpg,Sì. L’arte di essere,Nicola Fangareggi,Verdechiaro,2026,,https://www.ibs.it/si-arte-di-essere-libro-nicola-fangareggi/e/9788866236016,False
Altri Editori,https://www.ibs.it/images/9788857917726_0_0_150_0_75.jpg,"Patrimonio all'italiana. Soldi, bias e fantasia",Alessandro Lo Verde,Flaccovio Dario,2026,,https://www.ibs.it/patrimonio-all-italiana-soldi-bias-libro-alessandro-lo-verde/e/9788857917726,False
Altri Editori,https://www.ibs.it/images/9788857311241_0_0_150_0_75.jpg,"Passo dopo passo verso il benessere. Camminare per ritrovare salute, forza e serenità",Nina Barough,Red Edizioni,2026,,https://www.ibs.it/passo-dopo-passo-verso-benessere-libro-nina-barough/e/9788857311241,True
Altri Editori,https://www.ibs.it/images/9791281451292_0_0_150_0_75.jpg,Ho scelto me,N/D,Errekappa,2026,,https://www.ibs.it/ho-scelto-me-libro-vari/e/9791281451292,False
Altri Editori,https://www.ibs.it/images/9791257610449_0_0_150_0_75.jpg,Nel fiore dei miei passi. La mia vita oltre la sclerosi multipla,Gloria Leppini,Giacovelli Editore,2026,,https://www.ibs.it/nel-fiore-dei-miei-passi-libro-gloria-leppini/e/9791257610449,False
Altri Editori,https://www.ibs.it/images/9791257610326_0_0_150_0_75.jpg,"Forti nel corpo, forti nello spirito. La mindfulness nel percorso artistico secondo il metodo TakeABreath",Combattelli Maria Rita,Giacovelli Editore,2026,,https://www.ibs.it/forti-nel-corpo-forti-nello-libro-combattelli-maria-rita/e/9791257610326,False
Altri Editori,https://www.ibs.it/images/9791257109714_0_0_150_0_75.jpg,"Leader coach, dal controllo alla guida","Riccardo Carminio,Vito Quintavalle",EBS Print,2026,,https://www.ibs.it/leader-coach-dal-controllo-alla-libro-riccardo-carminio-vito-quintavalle/e/9791257109714,False
Altri Editori,https://www.ibs.it/images/9791256650989_0_0_150_0_75.jpg,Linda. Dove l'ansia incontra la vita,Gabriele Ciccarese,Alpes Italia,2026,,https://www.ibs.it/linda-dove-ansia-incontra-vita-libro-gabriele-ciccarese/e/9791256650989,False
Altri Editori,https://www.ibs.it/images/9791256381197_0_0_150_0_75.jpg,Via serena. Un percorso gentile verso un rapporto consapevole con il cibo,Maria Colomba Di Sarno,Capponi Editore,2026,,https://www.ibs.it/via-serena-percorso-gentile-verso-libro-maria-colomba-di-sarno/e/9791256381197,False
Altri Editori,https://www.ibs.it/images/9791255871125_0_0_150_0_75.jpg,Self-love mindset,"Roberto Laurenzi,Gennaro Rocco",Cavinato,2026,,https://www.ibs.it/self-love-mindset-libro-roberto-laurenzi-gennaro-rocco/e/9791255871125,False
Altri Editori,https://www.ibs.it/images/9791254845493_0_0_150_0_75.jpg,E tu che voce hai? Dare voce al talento con il modello Voice Break,"Fabio De Luca,Umberto Di Rienzo,Valerio Boni",Il Sole 24 Ore,2026,,https://www.ibs.it/tu-che-voce-hai-dare-libro-vari/e/9791254845493,False
Altri Editori,https://www.ibs.it/images/9791224326854_0_0_150_0_75.jpg,Il cerchio della vita. L'importanza dei riti di passaggio nella crescita personale,Fabrizio Rossi,Autopubblicato,2026,,https://www.ibs.it/cerchio-della-vita-importanza-dei-libro-fabrizio-rossi/e/9791224326854,True
Altri Editori,https://www.ibs.it/images/9788882965655_0_0_150_0_75.jpg,La felicità è un diritto,Michelangelo Marino,Falzea,2026,,https://www.ibs.it/felicita-diritto-libro-michelangelo-marino/e/9788882965655,False
Altri Editori,https://www.ibs.it/images/9788872204313_0_0_150_0_75.jpg,"Autosufficienza alimentare. Come produrre ortaggi, frutta, vino, olio, latte, uova, carne, formaggi, miele per la famiglia","Giovanni Rigo,Enzo Corazzina,Marcello Volanti",L'Informatore Agrario,2026,,https://www.ibs.it/autosufficienza-alimentare-come-produrre-ortaggi-libro-vari/e/9788872204313,False
Altri Editori,https://www.ibs.it/images/9788868275914_0_0_150_0_75.jpg,Occhi profondi. Un viaggio nell'anima,Floriana Brundu,La Caravella Editrice,2026,,https://www.ibs.it/occhi-profondi-viaggio-nell-anima-libro-floriana-brundu/e/9788868275914,True
Altri Editori,https://www.ibs.it/images/9788836165643_0_0_150_0_75.jpg,PNL neuroscienze e persuasione. Essere leader è facile (se sai come farlo). Nuova ediz.,Maurizio Caimi,DIARKOS,2026,,https://www.ibs.it/pnl-neuroscienze-persuasione-essere-leader-libro-maurizio-caimi/e/9788836165643,True
Altri Editori,https://www.ibs.it/images/9788835187547_0_0_150_0_75.jpg,Il codice delle emozioni. Costruire emozioni sane con la mindfulness e la vipassana,Massimo Paradiso,Franco Angeli,2026,,https://www.ibs.it/codice-delle-emozioni-costruire-emozioni-libro-massimo-paradiso/e/9788835187547,False
Altri Editori,https://www.ibs.it/images/9791281155794_0_0_150_0_75.jpg,La trilogia del coaching. Il coaching e l’aiuto invisibile di impatto vincente,Giuseppe Daniele,Accornero Edizioni,2026,,https://www.ibs.it/trilogia-del-coaching-coaching-aiuto-libro-giuseppe-daniele/e/9791281155794,False
Altri Editori,https://www.ibs.it/images/9791224436034_0_0_150_0_75.jpg,"Le 4uattro «A». Ascolto, Analisi, Apprendimento, Azione. Vol. 1: Ascolto",Nicola Orsini,StreetLib,2026,,https://www.ibs.it/4uattro-a-ascolto-analisi-apprendimento-libro-nicola-orsini/e/9791224436034,False
Altri Editori,https://www.ibs.it/images/9791224065814_0_0_150_0_75.jpg,Ah! Se potessi avere 10 anni in meno,Michele Rombaldoni,Youcanprint,2026,,https://www.ibs.it/ah-se-potessi-avere-10-libro-michele-rombaldoni/e/9791224065814,False
Altri Editori,https://www.ibs.it/images/9791224065654_0_0_150_0_75.jpg,Il potere del qui e ora. Come lasciare andare il passato per vivere serenamente il presente,Joe Pezzuti,Youcanprint,2026,,https://www.ibs.it/potere-del-qui-ora-come-libro-joe-pezzuti/e/9791224065654,False
Altri Editori,https://www.ibs.it/images/9791224049753_0_0_150_0_75.jpg,L'agenda della mappa dei talenti. Metodo M.A.T.R.I.C.E,Piergiorgio Carlini,Youcanprint,2026,,https://www.ibs.it/agenda-della-mappa-dei-talenti-libro-piergiorgio-carlini/e/9791224049753,True
Altri Editori,https://www.ibs.it/images/9791224035831_0_0_150_0_75.jpg,La giungla aziendale (spoiler: evoluzione o sopravvivenza?). Manuale di sopravvivenza per chi vuole lavorare senza perdersi,Alessandro Castelli,Youcanprint,2026,,https://www.ibs.it/giungla-aziendale-spoiler-evoluzione-o-libro-alessandro-castelli/e/9791224035831,False
Altri Editori,https://www.ibs.it/images/9791224023203_0_0_150_0_75.jpg,El código del pensamiento,Mario Rossi,Youcanprint,2026,,https://www.ibs.it/el-codigo-del-pensamiento-libro-mario-rossi/e/9791224023203,False
Altri Editori,https://www.ibs.it/images/9791281408197_0_0_150_0_75.jpg,Maneggiare con cura. Manualetto per un uso non pericoloso della psichiatria,Antonello Lanteri,Blonk,2026,,https://www.ibs.it/maneggiare-con-cura-manualetto-per-libro-antonello-lanteri/e/9791281408197,False
Altri Editori,https://www.ibs.it/images/9791281244511_0_0_150_0_75.jpg,Leadership intenzionale. La mindful strategy per ispirare e guidare persone e decisioni,Anna Tagliapietra,La Traccia Buona,2026,,https://www.ibs.it/leadership-intenzionale-mindful-strategy-per-libro-anna-tagliapietra/e/9791281244511,True
Altri Editori,https://www.ibs.it/images/9791282377102_0_0_150_0_75.jpg,La manna del Drago,Annarita Schiavone,Edizioni &100,2026,,https://www.ibs.it/manna-del-drago-libro-annarita-schiavone/e/9791282377102,False
Altri Editori,https://www.ibs.it/images/9788895673868_0_0_150_0_75.jpg,Domande chiave per il lavoro biografico. Quaderno personale,Gudrun Burkhard,Natura e Cultura,2026,,https://www.ibs.it/domande-chiave-per-lavoro-biografico-libro-gudrun-burkhard/e/9788895673868,False
Editori Selezionati,https://www.ibs.it/images/9788804817390_0_0_150_0_75.jpg,Chiedi bene e ti sarà dato,Paolo Borzacchiello,Mondadori,2026,"Ogni affermazione potenzialmente dannosa per il nostro cervello può essere trasformata in una domanda virtuosa che ci pone su un cammino differente, verso la scoperta di soluzioni che ci cambiano la vita. Paolo Borzacchiello ci indica quali sono le domande giuste da porci, in grado di scardinare gli schemi mentali a cui siamo abituati e di cambiare il corso dei pensieri per sviluppare nuovi punti di vista e nuove visioni. E aprire così nuovi mondi che ci conducono verso la realizzazione dei nostri desideri più alti.",https://www.ibs.it/chiedi-bene-ti-sara-dato-libro-paolo-borzacchiello/e/9788804817390,False
Editori Selezionati,https://www.ibs.it/images/9788804817383_0_0_150_0_75.jpg,Nessuno può farti star male senza il tuo permesso,"Paolo Borzacchiello,Elisa Sednaoui",Mondadori,2026,"Questo libro racconta di Elisa e Paolo, due ragazzi alle prese con la difficile gestione delle emozioni e del rapporto con gli altri. È un libro speciale: mentre lo leggi ti aiuta a stare meglio, a superare alcune convinzioni che spesso rendono le cose più complicate di quel che sono, a trovare dentro di te le risorse per affrontare le sfide quotidiane. È un libro magico, pensato per te, per farti divertire e star bene: tu leggilo, leggilo e basta. Al resto, penserà lui .",https://www.ibs.it/nessuno-puo-farti-star-male-libro-paolo-borzacchiello-elisa-sednaoui/e/9788804817383,False
